"reg";"acte";"nb_sejsea";"nb_actes";"dms_globale";"nb_sej_0_nuit";"nb_acte_ambu"
"32";"QZFA0140";"341";"358";"1.3724340175953";"38";"38"
"32";"QZFA0160";"30";"34";"39.2";".";"."
"32";"QZFA0170";"39";"45";"32.9743589743589";".";"."
"32";"QZFA0190";"189";"191";"3.23280423280423";"156";"156"
"32";"QZFA0200";"3272";"3427";"0.09718826405867";"3180";"3326"
"32";"QZFA0220";"12";"12";"0";"12";"12"
"32";"QZFA0230";"610";"649";"12.8721311475409";"112";"113"
"32";"QZFA0240";"147";"148";"2.99319727891156";"81";"82"
"32";"QZFA0270";"131";"146";"15.1679389312977";"23";"23"
"32";"QZFA0280";"70";"71";"2.48571428571428";"54";"55"
"32";"QZFA0290";"249";"272";"0.75100401606425";"231";"254"
"32";"QZFA0300";"51";"53";"2.49019607843137";"24";"25"
"32";"QZFA0310";"320";"324";"0.51875";"285";"289"
"32";"QZFA0320";"11";"12";"0";"11";"12"
"32";"QZFA0340";"12";"15";"55.8333333333333";".";"."
"32";"QZFA0350";"153";"156";"1.52941176470588";"88";"89"
"32";"QZFA0360";"1592";"1670";"0.5";"1375";"1444"
"32";"QZFA0380";"2812";"2872";"2.17674253200569";"2335";"2369"
"32";"QZFA0390";"859";"957";"0.27590221187427";"828";"925"
"32";"QZGA0020";"262";"262";"0.35496183206106";"221";"221"
"32";"QZGA0030";"402";"406";"1.62189054726368";"314";"316"
"32";"QZGA0040";"41";"41";"1.19512195121951";"28";"28"
"32";"QZGA0060";"125";"127";"0.736";"103";"104"
"32";"QZGA0070";"14";"14";"1.42857142857142";".";"."
"32";"QZGA0080";"26";"26";"4.19230769230769";".";"."
"32";"QZHA0010";"1033";"1179";"9.26137463697967";"321";"352"
"32";"QZHA0040";"24";"25";"0.16666666666666";"23";"24"
"32";"QZHA0050";"82";"97";"5.56097560975609";"40";"47"
"32";"QZJA0010";"785";"836";"6.8764331210191";"243";"244"
"32";"QZJA0020";"1178";"1239";"2.74108658743633";"410";"421"
"32";"QZJA0030";"106";"120";"2.58490566037735";"91";"91"
"32";"QZJA0040";"53";"73";"16.1132075471698";"19";"20"
"32";"QZJA0050";"223";"324";"5.80717488789237";"113";"115"
"32";"QZJA0070";"147";"626";"18.4965986394557";"68";"68"
"32";"QZJA0080";"18";"134";"53.2222222222222";".";"."
"32";"QZJA0090";"486";"501";"6.37242798353909";"198";"204"
"32";"QZJA0100";"1639";"2142";"2.27638804148871";"1450";"1463"
"32";"QZJA0110";"4779";"4977";"6.24021761874869";"1834";"1890"
"32";"QZJA0120";"1329";"1384";"3.73288186606471";"638";"656"
"32";"QZJA0130";"753";"803";"6.71845949535192";"436";"453"
"32";"QZJA0150";"1275";"1587";"2.47764705882352";"1051";"1062"
"32";"QZJA0160";"197";"207";"4.28426395939086";"79";"83"
"32";"QZJA0170";"864";"904";"3.46412037037037";"268";"284"
"32";"QZJA0200";"16";"17";"1.4375";"12";"13"
"32";"QZJA0210";"856";"926";"0.10747663551401";"828";"896"
"32";"QZJA0220";"3377";"3486";"0.10660349422564";"3219";"3324"
"32";"QZJA0230";"616";"852";"9.92532467532467";"319";"319"
"32";"QZJB0010";"11";"11";"2.27272727272727";".";"."
"32";"QZJB0020";"157";"162";"8.77070063694267";"34";"34"
"32";"QZJB0030";"177";"188";"0.74011299435028";"100";"108"
"32";"QZJP0010";"160";"165";"12.075";"27";"27"
"32";"QZJP0020";"28";"30";"25.0714285714285";".";"."
"32";"QZJP0030";"99";"105";"15.1616161616161";".";"."
"32";"QZKA0010";"24";"24";"6.41666666666666";".";"."
"32";"QZKA0070";"15";"15";"2.6";".";"."
"32";"QZLA0010";"67";"69";"6.17910447761194";".";"."
"32";"QZLA0020";"15";"15";"3.13333333333333";".";"."
"32";"QZLA0040";"743";"745";"1.68909825033647";"475";"476"
"32";"QZLB0010";"87";"87";"0.94252873563218";"54";"54"
"32";"QZLP0010";"102";"104";"2.33333333333333";"79";"79"
"32";"QZMA0010";"3786";"3945";"0.8391442155309";"3115";"3245"
"32";"QZMA0020";"26";"28";"16.4615384615384";".";"."
"32";"QZMA0030";"22";"22";"9.90909090909091";".";"."
"32";"QZMA0040";"3039";"3159";"1.52385653175386";"2464";"2547"
"32";"QZMA0050";"411";"427";"2.04622871046228";"317";"327"
"32";"QZMA0060";"234";"243";"2.7008547008547";"142";"143"
"32";"QZMA0070";"110";"113";"14";"30";"30"
"32";"QZMA0090";"271";"275";"5.16974169741697";"23";"24"
"32";"QZMA0100";"18";"20";"28.7222222222222";".";"."
"32";"QZMP0010";"295";"296";"0.27118644067796";"257";"258"
"32";"QZMP0040";"773";"780";"0.53040103492884";"724";"726"
"32";"QZNP0010";"138";"138";"0.18840579710144";"115";"115"
"32";"QZNP0040";"53";"53";"0.16981132075471";"51";"51"
"32";"QZNP0130";"25";"28";"3.8";"22";"25"
"32";"QZNP0250";"14";"15";"0";"14";"15"
"32";"QZNP0260";"19";"19";"0";"19";"19"
"32";"QZNP0860";"25";"25";"0";"25";"25"
"32";"QZNP2590";"214";"214";"0.12616822429906";"211";"211"
"32";"QZPA0020";"15";"19";"38.2";".";"."
"32";"QZPA0040";"13";"13";"10.076923076923";".";"."
"32";"QZPA0080";"18";"19";"12.9444444444444";".";"."
"32";"QZQA0010";"889";"900";"0.25759280089988";"826";"836"
"32";"QZQM0010";"4948";"5156";"8.79911075181891";"1622";"1630"
"32";"QZQX0040";"3005";"3017";"0.55707154742096";"2593";"2602"
"32";"QZQX0050";"1666";"1669";"0.71488595438175";"1237";"1240"
"32";"QZQX0210";"736";"764";"11.6942934782608";"142";"142"
"32";"QZQX0320";"788";"790";"0.37563451776649";"665";"667"
"32";"QZRB0010";"408";"431";"5.56617647058823";"16";"16"
"32";"QZRP0030";"779";"1564";"9.66110397946084";".";"."
"32";"YYYY0010";"5149";"28271";"6.08758982326665";"409";"410"
"32";"YYYY0020";"8474";"29594";"6.55770592400283";"399";"402"
"32";"YYYY0060";"1279";"1292";"3.74589523064894";"662";"667"
"32";"YYYY0090";"3305";"23941";"8.64538577912254";"54";"55"
"32";"YYYY0100";"1749";"1871";"4.9451114922813";"500";"502"
"32";"YYYY0110";"1331";"1351";"2.13824192336589";"792";"797"
"32";"YYYY0120";"28585";"29575";"3.02767185586846";"9706";"9889"
