"reg";"Acte CCAM + phase";"nb_actes";"nb_sej_0_nuit";"dms"
"93";"BGGA0050";"222";"87";"0.77477477477477"
"93";"BGHB0010";"13";".";"4.09090909090909"
"93";"BGJA0020";"27";".";"1.37037037037037"
"93";"BGJB0010";"11";".";"2.18181818181818"
"93";"BGLA0020";"100";".";"1.84848484848484"
"93";"BGLB0010";"2208";"1078";"1.3228855721393"
"93";"BGLB0020";"57";".";"1.64912280701754"
"93";"BGMA0010";"246";"12";"1.40650406504065"
"93";"BGMA0020";"3177";"666";"1.27611233827705"
"93";"BGMA0030";"26";".";"1.34615384615384"
"93";"BGNP0020";"99";"39";"1.2061855670103"
"93";"BGNP0030";"108";".";"11.5322580645161"
"93";"BGNP0040";"51";"12";"10.027027027027"
"93";"BGNP0080";"19";".";"7.33333333333333"
"93";"BGPA0010";"162";"94";"0.5"
"93";"BGPA0020";"1524";"664";"0.74572930354796"
"93";"BGQP0020";"7080";"1442";"8.00439963336388"
"93";"BGQP0030";"962";"41";"17.6189839572192"
"93";"BGQP0040";"476";".";"39.1965811965812"
"93";"BGQP0050";"64";".";"2.25"
"93";"BGQP0070";"848";"431";"3.99162011173184"
"93";"BGQP0100";"12";".";"11"
"93";"BGQP1400";"402";"214";"3.09186351706036"
"93";"BHGA0060";"68";".";"2.0735294117647"
"93";"BHMA0010";"33";".";"3.90909090909091"
"93";"BHMA0020";"35";".";"6.02857142857143"
"93";"BHQB0010";"506";"372";"0.66240409207161"
"93";"BHQP0020";"448";"293";"1.15527950310559"
"93";"BHQX0050";"15";".";"4.28571428571428"
"93";"BJDA0010";"30";"27";"0.13333333333333"
"93";"BJDA0020";"23";"19";"0.21739130434782"
"93";"BJLB9010";"943";"926";"0.09168443496801"
"93";"BJMA0020";"554";"487";"0.12522686025408"
"93";"BJMA0030";"453";"401";"0.11973392461197"
"93";"BJMA0040";"554";"465";"0.1449814126394"
"93";"BJMA0050";"262";"224";"0.17624521072796"
"93";"BJMA0060";"169";"137";"0.18562874251497"
"93";"BJMA0070";"111";"95";"0.15315315315315"
"93";"BJMA0080";"107";"81";"0.2429906542056"
"93";"BJMA0090";"252";"214";"0.15936254980079"
"93";"BJQP0020";"922";"502";"3.57439446366782"
"93";"BJQP0050";"697";"46";"7.00770416024653"
"93";"BJQP0060";"84";".";"6.81944444444444"
"93";"BKFA0010";"16";".";"2.3125"
"93";"BKFA0020";"71";"45";"1"
"93";"BKFA0040";"40";".";"1.65625"
"93";"BKJA0010";"25";".";"5.59090909090909"
"93";"BKLA0030";"20";".";"0.85"
"93";"BKLB0010";"402";"376";"0.13965087281795"
"93";"BKMA0030";"25";"11";"0.75"
"93";"BLQP0010";"22";".";"5.19047619047619"
"93";"BLQP0020";"768";"149";"5.65805168986083"
"93";"BLQP0030";"44";"15";"7.78947368421052"
"93";"BLQP0040";"671";"120";"6.88274336283186"
"93";"BLQP0070";"103";".";"11.6216216216216"
"93";"BLQP0080";"12";".";"19.4444444444444"
"93";"BLQP0090";"346";"193";"3.38141025641025"
"93";"BLQP0100";"424";"132";"6.65936739659367"
"93";"BLQP0140";"14";".";"9.55555555555555"
"93";"BZQK0010";"1877";"273";"8.0209241499564"
"93";"BZQM0010";"149";"30";"7"
"93";"BZQM0020";"422";"291";"1.08387096774193"
"93";"BZQP0020";"3126";"635";"8.11449752883031"
"93";"BZQP0030";"149";"129";"0.12686567164179"
"93";"BZQX0040";"585";"496";"0.33219178082191"
"93";"CAEA0010";"45";"32";"0.375"
"93";"CAEA0020";"33";"19";"6.96875"
"93";"CAFA0020";"307";"276";"0.46333333333333"
"93";"CAFA0030";"15";".";"1.6"
"93";"CAFA0050";"756";"639";"0.33288590604026"
"93";"CAFA0060";"27";"16";"2.57692307692307"
"93";"CAFA0090";"171";"87";"0.77058823529411"
"93";"CAFA0110";"32";"27";"0.3125"
"93";"CAGD0010";"527";"314";"3.69498069498069"
"93";"CAGD0020";"316";"259";"2.05128205128205"
"93";"CAHA0010";"18";".";"4.44444444444444"
"93";"CAJA0010";"55";"32";"2.64"
"93";"CAJA0020";"44";"20";"3.04545454545454"
"93";"CAJD0010";"34";"12";"6.07142857142857"
"93";"CALD0010";"75";"28";"2.09722222222222"
"93";"CAMA0020";"28";"26";"6"
"93";"CAMA0030";"19";"12";"0.8125"
"93";"CAMA0080";"157";"131";"0.26114649681528"
"93";"CAMA0100";"18";".";"1.88888888888888"
"93";"CAMA0110";"53";"17";"1.69230769230769"
"93";"CAMA0130";"1087";"756";"0.36556169429097"
"93";"CAMA0210";"52";"48";"0.53846153846153"
"93";"CAMA0220";"851";"734";"0.21245421245421"
"93";"CAPA0010";"11";".";"3.6"
"93";"CBFA0020";"272";"51";"1.56985294117647"
"93";"CBFA0030";"28";".";"1.46428571428571"
"93";"CBFA0040";"25";".";"1.16"
"93";"CBFA0050";"56";"17";"1.30357142857142"
"93";"CBFA0060";"211";"42";"1.90047393364928"
"93";"CBFA0070";"42";".";"2.07142857142857"
"93";"CBFA0130";"15";".";"2.33333333333333"
"93";"CBGA0010";"13";"13";"0"
"93";"CBGD0010";"996";"964";"0.04646464646464"
"93";"CBJD0010";"323";"201";"2.22222222222222"
"93";"CBLA0020";"27";"17";"0.7037037037037"
"93";"CBLD0010";"1749";"1643";"0.22547332185886"
"93";"CBLD0030";"672";"602";"0.45223880597014"
"93";"CBMA0010";"73";"29";"1.20547945205479"
"93";"CBMA0020";"12";".";"1.08333333333333"
"93";"CBMA0050";"106";"50";"0.82075471698113"
"93";"CBMA0060";"13";".";"1.3076923076923"
"93";"CBMA0070";"40";"23";"0.925"
"93";"CBMA0080";"572";"501";"0.11666666666666"
"93";"CBMA0090";"401";"177";"1.05513784461152"
"93";"CBMA0110";"189";"79";"1.05291005291005"
"93";"CBMD0010";"58";"26";"1.10344827586206"
"93";"CBMD0020";"56";"18";"1.03571428571428"
"93";"CBMD0030";"38";".";"1.44736842105263"
"93";"CBPA0010";"18";".";"1.44444444444444"
"93";"CBPA0020";"187";"38";"1.78494623655914"
"93";"CBPA0030";"66";"16";"1.9090909090909"
"93";"CBPD0010";"204";"129";"1.53201970443349"
"93";"CBQA0010";"128";"110";"0.49606299212598"
"93";"CBQD0010";"75";"13";"4.73333333333333"
"93";"CBQE0010";"474";"80";"8.26888888888889"
"93";"CCNB0010";"28";".";"3.22222222222222"
"93";"CCRD0010";"23";".";"2.56521739130434"
"93";"CCSA0010";"63";"11";"2.82539682539682"
"93";"CDLA0030";"71";".";"2.94285714285714"
"93";"CDMP0020";"51";"47";"0.31372549019607"
"93";"CDQP0020";"1220";"182";"6.93913043478261"
"93";"CDQP0060";"144";"19";"10.7153284671532"
"93";"CDQP0070";"11";".";"6.25"
"93";"CDQP0080";"24";".";"24.2"
"93";"CDQP0090";"4865";"19";"4.27107542784703"
"93";"CDQP0100";"949";"148";"5.20096269554753"
"93";"CDQP0120";"420";"85";"5.09113924050632"
"93";"CDQP0140";"79";"57";"2.10126582278481"
"93";"CDQP0150";"469";"54";"7.66160520607375"
"93";"CDQP0170";"118";".";"14.0948275862069"
"93";"CDRP0020";"5938";"20";"5.76472608620985"
"93";"CEQP0020";"15";"13";"0.26666666666666"
"93";"CEQP0050";"464";"430";"0.26565874730021"
"93";"CEQP0080";"71";".";"6.34375"
"93";"CERP0010";"163";".";"6.85135135135135"
"93";"CERP0020";"217";"35";"5.81463414634146"
"93";"CERP0030";"723";"20";"6.44189383070301"
"93";"CERP0040";"123";"20";"5.19658119658119"
"93";"DAAF0030";"15";".";"13.2"
"93";"DACA0010";"28";".";"20.2857142857142"
"93";"DAFA0010";"13";".";"15.9230769230769"
"93";"DAFA0090";"33";".";"15.9090909090909"
"93";"DAFA0100";"14";".";"10.0714285714285"
"93";"DAGA0010";"19";".";"21.5263157894736"
"93";"DAGF0010";"60";"20";"4.78333333333333"
"93";"DAHF0010";"139";".";"18.3076923076923"
"93";"DAPA0010";"43";".";"31.2790697674418"
"93";"DAQL0020";"25";".";"8.70833333333333"
"93";"DAQL0070";"15";".";"5.42857142857142"
"93";"DAQL0080";"105";".";"7.32098765432098"
"93";"DAQL0090";"677";"18";"8.79197622585438"
"93";"DAQL0100";"159";"29";"9.29559748427673"
"93";"DAQL0140";"66";".";"12.6818181818181"
"93";"DAQL0150";"23";".";"7.11111111111111"
"93";"DAQM0030";"1225";"150";"7.97114591920857"
"93";"DAQM9000";"2799";"221";"9.47049924357034"
"93";"DASA0030";"60";".";"17.5593220338983"
"93";"DASA0120";"50";".";"15.6326530612244"
"93";"DASF0010";"40";".";"4.07894736842105"
"93";"DASF0020";"11";".";"8.18181818181818"
"93";"DASF0040";"158";".";"4.96103896103896"
"93";"DASF0050";"33";".";"6.15151515151515"
"93";"DBAF0010";"160";".";"13.0125786163522"
"93";"DBAF0020";"22";".";"5.95238095238095"
"93";"DBAF0040";"35";".";"7.54285714285714"
"93";"DBKA0040";"14";".";"21.1538461538461"
"93";"DBKA0060";"552";".";"16.021778584392"
"93";"DBKA0090";"41";".";"21.675"
"93";"DBKA0100";"162";".";"23.251572327044"
"93";"DBKA0110";"55";".";"14.7090909090909"
"93";"DBKA0120";"20";".";"16.5"
"93";"DBLA0040";"37";".";"15.081081081081"
"93";"DBLF0010";"542";".";"11.6029684601113"
"93";"DBMA0020";"226";".";"17.5221238938053"
"93";"DBMA0030";"173";".";"16.8728323699421"
"93";"DBMA0070";"15";".";"16.8666666666666"
"93";"DBMA0080";"101";".";"20.3366336633663"
"93";"DBMA0090";"253";".";"16.3280632411067"
"93";"DBMA0110";"29";".";"14.8620689655172"
"93";"DBMA0120";"19";".";"19.7368421052631"
"93";"DBMA0130";"87";".";"21.0919540229885"
"93";"DBQM0010";"14";".";"11.5714285714285"
"93";"DCFA0010";"99";".";"20.070707070707"
"93";"DCJA0010";"373";".";"19.2770083102493"
"93";"DCJB0010";"216";".";"14.3210526315789"
"93";"DCJB0020";"39";".";"15.4"
"93";"DCMA0010";"23";".";"10.9130434782608"
"93";"DCMC0010";"32";".";"12.28125"
"93";"DDAF0010";"325";".";"6.17391304347826"
"93";"DDAF0030";"261";".";"7.05363984674329"
"93";"DDAF0040";"1604";".";"5.5917345021916"
"93";"DDAF0060";"3389";".";"5.02283653846153"
"93";"DDAF0070";"2713";"43";"4.59962756052141"
"93";"DDAF0080";"11566";"101";"4.398266867097"
"93";"DDAF0090";"278";".";"5.81751824817518"
"93";"DDAF0100";"663";"24";"6.47103658536585"
"93";"DDFF0010";"231";".";"5.98230088495575"
"93";"DDLF0010";"20";".";"6.44444444444444"
"93";"DDMA0030";"13";".";"11.076923076923"
"93";"DDMA0050";"109";".";"15.1775700934579"
"93";"DDMA0060";"64";".";"14.359375"
"93";"DDMA0070";"29";".";"17.1724137931034"
"93";"DDMA0080";"27";".";"12.6666666666666"
"93";"DDMA0090";"52";".";"15.6666666666666"
"93";"DDMA0110";"191";".";"16.2894736842105"
"93";"DDMA0130";"25";".";"14.32"
"93";"DDMA0150";"114";".";"17.219298245614"
"93";"DDMA0170";"24";".";"13.4583333333333"
"93";"DDMA0180";"132";".";"15.1818181818181"
"93";"DDMA0200";"112";".";"14.4821428571428"
"93";"DDMA0210";"13";".";"18.8461538461538"
"93";"DDPF0020";"495";".";"4.67479674796748"
"93";"DDQF2020";"106";".";"2.91428571428571"
"93";"DDQH0060";"57";".";"4.78571428571428"
"93";"DDQH0090";"17917";"3269";"4.09704048969506"
"93";"DDQH0100";"115";".";"3.61061946902654"
"93";"DDQH0110";"44";"12";"2.72727272727272"
"93";"DDQH0120";"7397";"1680";"3.66069732736399"
"93";"DDQH0130";"678";"75";"5.24667651403249"
"93";"DDQH0140";"145";"32";"3.50694444444444"
"93";"DDQH0150";"236";"48";"3.98297872340425"
"93";"DDQJ0010";"201";".";"3.7020202020202"
"93";"DDRH0010";"182";"47";"1.56593406593406"
"93";"DEEA0010";"33";".";"4.33333333333333"
"93";"DEEF0010";"115";".";"7.01739130434782"
"93";"DEEF0020";"22";".";"5.38095238095238"
"93";"DEFA0020";"49";".";"15.5102040816326"
"93";"DEGA0030";"101";".";"11.3434343434343"
"93";"DEGF0010";"27";".";"14.9259259259259"
"93";"DEGF0020";"52";".";"16.235294117647"
"93";"DEGF0030";"68";".";"18.776119402985"
"93";"DEGF0040";"68";".";"8.28358208955224"
"93";"DEKA0010";"1539";"133";"2.66558018252933"
"93";"DEKA0020";"355";".";"3.25423728813559"
"93";"DELA0010";"28";".";"24.6785714285714"
"93";"DELA0020";"17";".";"18.6923076923076"
"93";"DELA0030";"26";".";"19.7692307692307"
"93";"DELA0070";"11";".";"7"
"93";"DELF0010";"50";".";"8.2"
"93";"DELF0050";"3615";".";"6.09777777777777"
"93";"DELF0060";"16";".";"9.5625"
"93";"DELF0070";"753";".";"7.08666666666666"
"93";"DELF0100";"163";".";"7.17391304347826"
"93";"DELF0110";"424";".";"11.3185185185185"
"93";"DELF0120";"23";".";"6.04347826086956"
"93";"DELF0130";"336";".";"7.19940476190476"
"93";"DELF0140";"471";".";"7.53078556263269"
"93";"DELF0150";"190";".";"7.59473684210526"
"93";"DELF0160";"275";".";"8.18181818181818"
"93";"DELF0170";"200";".";"5.72"
"93";"DELF0180";"56";".";"4.83928571428571"
"93";"DELF0190";"20";".";"5.05263157894736"
"93";"DELF0200";"50";".";"5.66"
"93";"DELF9020";"21";".";"11.9523809523809"
"93";"DEMP0010";"1722";"42";"7.07347204161248"
"93";"DEMP0020";"5381";"138";"6.57200893763965"
"93";"DENF0140";"95";".";"4.49462365591397"
"93";"DENF0150";"98";".";"4.84536082474226"
"93";"DENF0170";"185";"12";"5.08196721311475"
"93";"DENF0180";"498";".";"4.30628803245436"
"93";"DENF0210";"169";".";"4.55621301775147"
"93";"DENF0350";"126";".";"6.39516129032258"
"93";"DEPF0040";"17";".";"2"
"93";"DEPF0050";"179";".";"2.33522727272727"
"93";"DEPF0060";"252";".";"7.27016129032258"
"93";"DEPF0100";"420";"16";"2.61538461538461"
"93";"DEPF0120";"1818";"19";"4.35986733001658"
"93";"DEPF0140";"441";".";"6.07727272727272"
"93";"DEPF0250";"82";".";"3.65853658536585"
"93";"DEPF0330";"2081";".";"4.04639922667955"
"93";"DEQA0011";"233";"78";"2.37554585152838"
"93";"DEQA0012";"11";".";"0.81818181818181"
"93";"DEQA0013";"87";"58";"0.8735632183908"
"93";"DEQF0010";"258";"17";"4.94921875"
"93";"DEQF0020";"802";"88";"3.88875"
"93";"DEQF0030";"727";"97";"4.27562326869806"
"93";"DEQF0040";"1293";"170";"4.17230527143981"
"93";"DEQF0050";"1206";"43";"4.38015138772077"
"93";"DEQP0010";"1007";"72";"7.7720207253886"
"93";"DEQP0020";"74";".";"8.21739130434782"
"93";"DEQP0030";"351221";"33778";"6.35801473267845"
"93";"DEQP0040";"50429";"4782";"6.66572061077368"
"93";"DEQP0050";"14414";"321";"10.7140534949017"
"93";"DEQP0060";"22";".";"9.36363636363636"
"93";"DEQP0070";"229982";"4257";"10.2378304615259"
"93";"DEQP0080";"1527";".";"4.93381180223285"
"93";"DERF0010";"85";"18";"2.67058823529411"
"93";"DERF0020";"21";".";"15.9230769230769"
"93";"DERP0010";"57";".";"5.5"
"93";"DERP0030";"4471";"1781";"3.49499317250796"
"93";"DERP0040";"529";"47";"17.5550239234449"
"93";"DERP0050";"986";".";"19.0095238095238"
"93";"DFAA0020";"14";".";"30.4285714285714"
"93";"DFAF0020";"20";".";"8.89473684210526"
"93";"DFBA0010";"11";".";"13.8181818181818"
"93";"DFCA0010";"11";".";"19"
"93";"DFQH0010";"37";".";"14.0833333333333"
"93";"DFQH0020";"41";"11";"10"
"93";"DGAF0050";"115";".";"5.32407407407407"
"93";"DGAF0080";"84";".";"4.63095238095238"
"93";"DGCA0010";"16";".";"14.9375"
"93";"DGCA0040";"56";".";"17.3818181818181"
"93";"DGCA0090";"17";".";"12.8823529411764"
"93";"DGCA0100";"44";".";"16.8636363636363"
"93";"DGCA0320";"13";".";"23.9230769230769"
"93";"DGFA0010";"22";".";"11.4285714285714"
"93";"DGFA0040";"21";".";"23.1111111111111"
"93";"DGFA0120";"34";".";"12.1176470588235"
"93";"DGFA0200";"16";".";"13.4375"
"93";"DGGA0030";"15";".";"24.4"
"93";"DGGA0040";"20";".";"20.578947368421"
"93";"DGKA0010";"60";".";"20.4310344827586"
"93";"DGKA0030";"14";".";"13.2857142857142"
"93";"DGKA0050";"13";".";"16.2307692307692"
"93";"DGKA0110";"50";".";"17.1"
"93";"DGKA0150";"91";".";"21.5222222222222"
"93";"DGKA0250";"74";".";"13.9864864864864"
"93";"DGKA0280";"20";".";"18.75"
"93";"DGLA0020";"17";".";"17.6666666666666"
"93";"DGLF0010";"488";".";"7.09445585215605"
"93";"DGLF0020";"45";".";"12.5555555555555"
"93";"DGLF0030";"115";".";"14.9532710280373"
"93";"DGLF0050";"38";".";"6.76315789473684"
"93";"DGLF0060";"93";"16";"15.2717391304347"
"93";"DGLF0120";"39";".";"9.52631578947368"
"93";"DGPA0050";"48";".";"10.6041666666666"
"93";"DGPA0080";"50";".";"13.42"
"93";"DGPA0100";"17";".";"17.6470588235294"
"93";"DGPA0120";"44";".";"12.840909090909"
"93";"DGPA0170";"34";".";"16.6060606060606"
"93";"DGPA0180";"42";".";"15.6190476190476"
"93";"DGPF0020";"33";".";"3.4516129032258"
"93";"DGQH0010";"2924";"477";"5.49775474956822"
"93";"DGQH0020";"533";"147";"3.85471698113207"
"93";"DGQH0030";"28";".";"7.28571428571428"
"93";"DGQH0040";"12";".";"7.72727272727272"
"93";"DGQH0050";"189";".";"4.55376344086021"
"93";"DGQH0060";"1882";"265";"3.66010638297872"
"93";"DGQH0070";"522";"269";"5.95761078998073"
"93";"DGQM0010";"2142";"124";"10.2681297709923"
"93";"DGQM0020";"1387";"299";"8.3875"
"93";"DGSA0050";"30";".";"15.25"
"93";"DHAF0010";"47";".";"9.4"
"93";"DHAF0030";"26";"11";"2.69230769230769"
"93";"DHAF0040";"14";".";"10.4285714285714"
"93";"DHCA0010";"29";".";"13.0344827586206"
"93";"DHLF0010";"497";".";"42.6263157894736"
"93";"DHQH0010";"96";"79";"0.47368421052631"
"93";"DHQH0020";"41";".";"20.3170731707317"
"93";"DHQH0030";"1142";"276";"15.0185185185185"
"93";"DHQH0050";"111";"52";"1.84545454545454"
"93";"DHQH0060";"40";"21";"9.45454545454545"
"93";"DHQH0070";"77";"59";"0.26153846153846"
"93";"DHQM0010";"13";".";"67.3076923076923"
"93";"DHQM0020";"78";"15";"15.9014084507042"
"93";"DHSF0010";"36";".";"26.9722222222222"
"93";"DHSF0020";"27";".";"15.7407407407407"
"93";"DKMD0010";"465";"97";"14.2206572769953"
"93";"DKMD0020";"556";"104";"17.0607843137254"
"93";"DKRP0040";"2471";"411";"4.75712515489467"
"93";"DZEA0020";"29";".";"60.8928571428571"
"93";"DZFA0010";"42";".";"2.9047619047619"
"93";"DZFA0020";"21";".";"2.10526315789473"
"93";"DZMA0070";"17";".";"19.9375"
"93";"DZMA0110";"21";".";"14.9"
"93";"DZQJ0010";"8980";"1808";"8.26180868739615"
"93";"DZQJ0020";"467";".";"18.2064965197215"
"93";"DZQJ0060";"610";"88";"21.7922077922077"
"93";"DZQJ0070";"440";".";"18.1990171990172"
"93";"DZQJ0080";"2016";"429";"6.86169665809768"
"93";"DZQJ0090";"210";"13";"14.3188405797101"
"93";"DZQJ0100";"316";"146";"5.98076923076923"
"93";"DZQJ0110";"1881";"505";"7.00967221923697"
"93";"DZQJ0120";"99";".";"14.0408163265306"
"93";"DZQJ9000";"455";"55";"12.1895734597156"
"93";"DZQM0020";"835";"139";"5.46338535414165"
"93";"DZQM0030";"252";".";"4.26984126984127"
"93";"DZQM0050";"27965";"589";"10.954782376264"
"93";"DZQM0060";"66808";"5733";"10.0711939018271"
"93";"DZQN0010";"411";"16";"10.6219512195121"
"93";"DZQN0020";"324";".";"7.98130841121495"
"93";"DZQX0050";"13";".";"12"
"93";"DZSA0020";"95";".";"23.6206896551724"
"93";"EAAF0040";"12";".";"27.3333333333333"
"93";"EAAF9000";"14";".";"22.3846153846153"
"93";"EAAF9010";"71";".";"21.15"
"93";"EACA0030";"25";".";"21.72"
"93";"EACA0070";"43";".";"21.7619047619047"
"93";"EAFA0030";"13";".";"8.61538461538461"
"93";"EAFA0080";"21";".";"9.76190476190476"
"93";"EALB0020";"33";".";"10.3125"
"93";"EANF0020";"177";".";"15.7678571428571"
"93";"EAQH0020";"2734";"195";"12.369014084507"
"93";"EAQJ0010";"282";"20";"11.2282608695652"
"93";"EAQM0010";"61";".";"14.2857142857142"
"93";"EAQM0020";"99";".";"14.0714285714285"
"93";"EAQM0030";"145";"12";"9.55223880597015"
"93";"EAQM0040";"1655";"35";"18.1216931216931"
"93";"EAQM0050";"365";".";"27.1120689655172"
"93";"EASF0010";"14";".";"5.78571428571428"
"93";"EASF0020";"16";".";"15.875"
"93";"EASF0040";"16";".";"8.1875"
"93";"EASF0060";"13";".";"11.5833333333333"
"93";"EASF0100";"192";".";"21.0894736842105"
"93";"EASF0110";"206";".";"7.98536585365853"
"93";"EASF0120";"39";".";"6.35897435897436"
"93";"EASF0130";"11";".";"18.2727272727272"
"93";"EASF0140";"11";".";"6.81818181818182"
"93";"EASF0150";"27";".";"7"
"93";"EBAF0010";"78";".";"4.74358974358974"
"93";"EBAF0100";"30";".";"8.5"
"93";"EBAF0110";"43";".";"5.90697674418604"
"93";"EBCA0080";"32";".";"10.4375"
"93";"EBCA0170";"25";".";"8.16"
"93";"EBEA0030";"27";".";"14.4444444444444"
"93";"EBFA0010";"13";".";"4.61538461538461"
"93";"EBFA0020";"403";".";"7.6641604010025"
"93";"EBFA0030";"119";".";"7.65546218487395"
"93";"EBFA0050";"18";".";"11.3333333333333"
"93";"EBFA0060";"36";".";"9.61111111111111"
"93";"EBFA0080";"736";".";"7.05027173913043"
"93";"EBFA0090";"11";".";"7.90909090909091"
"93";"EBFA0120";"223";".";"8.29596412556053"
"93";"EBFA0140";"28";".";"7"
"93";"EBFA0150";"44";".";"7.04545454545454"
"93";"EBFA0160";"490";".";"5.83844580777096"
"93";"EBGA0010";"2982";"1105";"10.2748557855446"
"93";"EBHA0010";"489";"86";"11.8229166666666"
"93";"EBKA0020";"33";".";"4.96969696969697"
"93";"EBKA0040";"24";".";"8.70833333333333"
"93";"EBLA0010";"42";"16";"5.02380952380952"
"93";"EBLA0020";"142";"22";"19.3453237410071"
"93";"EBLA0030";"19016";"8895";"8.97719374456994"
"93";"EBNE0010";"58";"30";"1.12280701754385"
"93";"EBNE0020";"55";"16";"3.58181818181818"
"93";"EBNH0010";"21";"13";"2.4"
"93";"EBQF0010";"11";".";"14.2"
"93";"EBQF0020";"60";".";"11.8695652173913"
"93";"EBQF0040";"139";".";"10.3407407407407"
"93";"EBQF0050";"15";".";"11.5833333333333"
"93";"EBQH0020";"1702";"356";"9.67276166456494"
"93";"EBQH0040";"4687";"255";"8.32036259120053"
"93";"EBQH0050";"11";".";"8.36363636363636"
"93";"EBQH0060";"1998";"154";"9.39112487100103"
"93";"EBQH0080";"38";".";"7.94594594594594"
"93";"EBQH0090";"11";".";"4.27272727272727"
"93";"EBQH0100";"68";"41";"5.02985074626865"
"93";"EBQH0110";"315";"94";"7.96103896103896"
"93";"EBQJ0010";"112";".";"8.92857142857143"
"93";"EBQJ0020";"46";".";"8.4"
"93";"EBQM0010";"15606";"1397";"9.45723357809089"
"93";"EBQM0020";"7956";"1172";"8.31833821842742"
"93";"EBQM0030";"2067";"55";"9.54522985664854"
"93";"EBQM9000";"94";".";"11.2934782608695"
"93";"EBSA0010";"13";".";"10.5384615384615"
"93";"EBSA0110";"77";".";"18.3521126760563"
"93";"EBSA0120";"40";".";"11.6410256410256"
"93";"EBSF0030";"73";".";"13.8181818181818"
"93";"EBSF0040";"29";".";"10.7857142857142"
"93";"ECAF0010";"76";".";"7.01315789473684"
"93";"ECAF0020";"136";"43";"3.35074626865671"
"93";"ECAF0040";"18";".";"3.88888888888888"
"93";"ECCA0030";"50";".";"8.42857142857143"
"93";"ECCA0040";"122";"41";"6.9059829059829"
"93";"ECCA0050";"57";"31";"1.31578947368421"
"93";"ECFA0020";"181";"11";"8.06857142857143"
"93";"ECFA0050";"57";"14";"4.19642857142857"
"93";"ECLF0030";"11";".";"7.5"
"93";"ECPF0050";"33";".";"2.36363636363636"
"93";"ECQH0010";"13";".";"9.84615384615384"
"93";"ECQH0020";"23";".";"7.34782608695652"
"93";"ECQH0050";"55";"20";"2.66666666666666"
"93";"ECQH0060";"17";".";"3.11764705882353"
"93";"ECQH0100";"14545";"1001";"10.2559438556287"
"93";"ECQH0110";"3734";"473";"10.0407935177423"
"93";"ECQH0120";"34";".";"9.06060606060606"
"93";"ECQH0130";"13";".";"5.15384615384615"
"93";"ECQH0150";"16";".";"16.125"
"93";"ECQH0160";"33";".";"11.0645161290322"
"93";"ECQM0010";"193";"25";"13.1620111731843"
"93";"ECQM0020";"980";"105";"12.7484143763213"
"93";"ECSF0040";"96";".";"10.0224719101123"
"93";"ECSF0060";"47";".";"12.2340425531914"
"93";"ECSF0080";"11";".";"19.4"
"93";"EDAA0030";"385";".";"11.2135135135135"
"93";"EDAF0010";"270";".";"4.29083665338645"
"93";"EDAF0020";"432";".";"4.8675"
"93";"EDAF0030";"1831";"12";"4.25112685125563"
"93";"EDAF0040";"63";".";"3.33898305084745"
"93";"EDAF0050";"85";".";"5.77333333333333"
"93";"EDAF0060";"145";".";"3.33333333333333"
"93";"EDAF0070";"54";".";"6.88679245283019"
"93";"EDAF0080";"21";".";"4.1"
"93";"EDAF0090";"12";".";"6.16666666666666"
"93";"EDAF0100";"25";".";"5.65217391304347"
"93";"EDCA0010";"39";".";"20.3846153846153"
"93";"EDCA0030";"306";".";"11.527868852459"
"93";"EDCA0040";"111";".";"10.7037037037037"
"93";"EDCA0050";"225";".";"10.6923076923076"
"93";"EDCC0150";"20";".";"10.3"
"93";"EDEA0020";"46";".";"16.6304347826086"
"93";"EDEA0030";"27";".";"13.6"
"93";"EDEA0040";"15";".";"19.4285714285714"
"93";"EDFA0020";"14";".";"23.4615384615384"
"93";"EDFA0030";"25";".";"10.64"
"93";"EDFA0060";"11";".";"8.27272727272727"
"93";"EDFA0070";"735";".";"9.63558106169297"
"93";"EDJF0010";"13";".";"4.23076923076923"
"93";"EDKA0030";"11";".";"14.5"
"93";"EDLF0020";"32";".";"53.96875"
"93";"EDLF0040";"31";".";"5.67741935483871"
"93";"EDLF0050";"138";".";"6.86666666666666"
"93";"EDLF0060";"16";".";"25.0714285714285"
"93";"EDLF0130";"11";".";"7.77777777777777"
"93";"EDLF0140";"77";".";"3.35064935064935"
"93";"EDLF0150";"44";".";"3.81818181818181"
"93";"EDLF0160";"515";".";"3.68421052631579"
"93";"EDLF0170";"186";"14";"4.62365591397849"
"93";"EDLL0010";"27";".";"2.82608695652173"
"93";"EDPA0010";"12";".";"9.63636363636363"
"93";"EDPA0020";"18";".";"16.4444444444444"
"93";"EDPF0040";"16";".";"10.7142857142857"
"93";"EDPF0060";"41";".";"4.94594594594594"
"93";"EDPF0080";"23";".";"5.56521739130434"
"93";"EDPF0090";"144";".";"3.55072463768116"
"93";"EDQH0010";"51";".";"10.94"
"93";"EDQH0030";"151";"40";"5.03333333333333"
"93";"EDQH0050";"778";"193";"5.14248704663212"
"93";"EDQH0060";"937";"62";"6.84918032786885"
"93";"EDQH0070";"209";"23";"7.40579710144927"
"93";"EDQH0080";"44";".";"4.83333333333333"
"93";"EDQM0010";"7456";"246";"11.2441400734255"
"93";"EDSA0010";"21";".";"24.8"
"93";"EDSA0020";"16";".";"8.1875"
"93";"EDSA0030";"19";".";"4.68421052631579"
